Character Name,Nationality,Ethnicity,Age,Born,Died,Eye color,Hair color,Skin color,Pronouns,Allies,Enemies,Weapon of choice,Profession,Position,Affiliation,First appearance,Last appearance,Voiced by
Nini,Southern Water Tribe,Water Tribe,N/A,N/A,N/A,Blue,Brown,Brown,She/her,Kya,N/A,Water,N/A,N/A,N/A,"""The Puppetmaster""(mentioned only)(only mention)",N/A,N/A
Nishi,"Fire Nation colonies,Fire Nation",Fire Nation,N/A,N/A,N/A,Brown,Gray,Light,She/her,"Team Avatar, Fire Nation",N/A,Fire,Government official,Mayor of a colony,Fire Nation coloniesFire Nation,The Promise Part One(only appearance),N/A,N/A
Niuan,"Fire Nation Capital,Fire Nation",Fire Nation,70,25 AG,N/A,Brown,White,Light,He/him,"Sun Po,Teek,Aniki,Wenli,Xaipan,Sunlin,Yinzin",N/A,Fire,Fire Sage,High classFire Nation citizen,Fire Nation(formerly)Fire Sages,Avatar Legends: The Roleplaying Game-Quickstart(only appearance),N/A,N/A
Niyok,Southern Water Tribe,Water Tribe,N/A,N/A,N/A,Blue,Dark brown,Brown,She/her,Katara,N/A,Water,Worker at theEarthen Fire Refinery,Worker,Earthen Fire Industries,The Rift Part One,The Rift Part Three,N/A
Noa,Northern Water Tribe,Water Tribe,N/A,N/A,N/A,Brown,Dark brown,Brown,He/him,"Hakoda,Kam,Malina,Maliq,Soonjei",Gilak,Water,Construction worker,Member of the construction team for theSouthern Reconstruction Project,N/A,North and South Part One,North and South Part Two,N/A
Noehi,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,Black,Light,He/him,"ZongduHenshe,Teiin","AvatarYangchen,Earth KingFeishan",Earth,Shang merchant,Pearl trade magnate,Shang merchants,"""Theater""","""Adoration""",N/A
Nong,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,Black,Light,He/him,"Gonryu,Oyaluk",Feishan,Earth,General,N/A,N/A,"""Theater""(mentioned only)",N/A,N/A
Norbu,Air Nomads,Air Nomad,N/A,N/A,N/A,Gray,Brown,Light,She/her,"Bo,Chegu,Sherab,Ema,Roku,Taqukaq",N/A,Air,N/A,N/A,N/A,Adventure Booklet 2:Fire & Brimstone(only appearance),N/A,N/A
Noren,"Hira'a,Fire Nation",Fire Nation,39,c. 64AG[2],N/A,Gold,Brown,Tan,He/him,Team Avatar,"Ozai,Azulon",Fire,Actor(formerly)Director,N/A,Fire NationHira'a Acting Troupe,The Search Part One(flashback only),Smoke and Shadow Part Three,N/A
Norri,Western Air Temple,Air Nomad,N/A,N/A,N/A,Gray,Brown,Light,She/her,"Swish,Youdron",N/A,Air,NunShepherd,N/A,Air NomadsWestern Air Temple,Avatar Legends: The Roleplaying Game-Core Book(only appearance),N/A,N/A
Nujian,Air Nomads,Air Nomad,N/A,N/A,Year 17 of the Yangchen Era,Gray,White and brown,Light,It/its,"AvatarYangchen,Pik and Pak,Boma,Kavik",N/A,Air,N/A,Yangchen'ssky bison(animal guide),Air Nomads,The Rift Part Two(flashback only),"""The Price""",N/A
Nutha,Southern Water Tribe,Water Tribe,N/A,N/A,N/A,Blue,Black,Brown,She/her,Team Avatar,N/A,Water,Worker at theEarthen Fire Refinery,Worker,Earthen Fire Industries,The Rift Part One,The Rift Part Three,N/A
Nyahitha,Fire Nation,Bhanti,N/A,N/A,N/A,Brown,Black,Light,He/him,"Kuruk,Hei-Ran,Kyoshi,Rangi,Atuat,Jinpa","Father Glowworm,dark spirits",Fire,Fire SageFortuneteller,N/A,Bhanti(formerly)Fire NationFire SagesKuruk's team(formerly),"""The Fire Sage""","""Weakness""",N/A
Nyanchi,Eastern Air Temple,Air Nomad,N/A,N/A,N/A,Gray,Purple,Light,She/her,"Herdragonfly bunny spirit,Boin,Rioshon,Ezra,Zeebee",N/A,Air,Nun,N/A,Earth Sages,An Urgent Request(only appearance),N/A,N/A
Nyla,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,Brown,Tan,He/him,"June,Appa,Iroh","Keung,Yuze's mercenaries",Earth,N/A,N/A,N/A,"""Bato of the Water Tribe""",The Bounty Hunter and the Tea Brewer,Dee Bradley Baker
Nyn Chei,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Black,Light,She/her,N/A,N/A,Fire,Inventor,N/A,Fire Nation,Avatar Legends: The Roleplaying Game-Core Book(only appearance),N/A,N/A
Ogodei,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Black,Light,He/him,"Rough Rhinos, Fire Nation, more ...","Team Avatar,Zuko,Iroh,Earth Kingdom, more ...",Fire,MercenarySoldier(formerly),Bolo masterRough Rhino,Fire Nation military(formerly)Rough Rhinos,"""Avatar Day""",Adventure Booklet 3:Ash & Steel,N/A
Oh,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,Brown,Light,He/him,"Pirate captain,pirates,AdmiralZhao,Tu","Team Avatar,Zuko,Iroh",Earth,"""High risk trader""(pirate)",N/A,"Pirate crewThe ""highest bidder""","""The Waterbending Scroll""","""The Waterbending Master""",Byron McKittrick
Ohev,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,Brown,Light,He/him,"Toph Beifong,Chong,Lily",Fire Nation,Earth,N/A,N/A,N/A,Love Potion #8(only appearance),N/A,N/A
Old Fire Nation civilian,"Gaipan,Fire Nation",Fire Nation,N/A,N/A,N/A,Gray,Bald,Light,He/him,"Fire Nation,Sokka","Jet,Freedom Fighters",Fire,N/A,N/A,Fire Nation,"""Jet""(only appearance)",N/A,Jim Meskimen
Old Sweepy,"Ba Sing Se,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Green,White,Light,He/him,"Long Feng,Dai Li","Team Avatar,Freedom Fighters",Earth,N/A,Menial laborerUndercover Dai Li agent,Long Feng,"""Lake Laogai""(only appearance)",N/A,N/A
Oma,"Omashu, Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Green,Black,Light,She/her,"Shu,badgermoles",N/A,Earth,N/A,First woman to learn to earthbend from thebadgermoles,Omashu,"""The Cave of Two Lovers""(flashback only)(only appearance)",N/A,N/A
On Ji,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Brown,Light,She/her,"Aang(as Kuzon),Shoji",N/A,Fire,Student,N/A,Fire Nation school,"""The Headband""(only appearance)",N/A,Tinashe Kachingwe
Onku,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,Brown,Tan,He/him,"Lokai,Juno,Team Avatar",N/A,Earth,N/A,N/A,Earth Kingdom,"""Divided We Fall""(only appearance)",N/A,N/A
Onomu,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Black,Light,She/her,"Long Feng(loosely),Xinyi,Nalu,Lana,Zimo,Xiao","Ozai,Rough Rhinos,Armadillo Bears,Earth Kingdom military",Fire,Soldier(formerly),General(formerly),Fire Army(formerly),Adventure Booklet 3:Ash & Steel(only appearance),N/A,N/A
Oogi,Air Nomads;Air Temple Island,Air Nomad,N/A,N/A,N/A,Gray,White and brown,Light,He/him,"Tenzinand his family,Team Avatar,Lin Beifong,Kya,Bumi, more ...","Equalists,dark spirits,Red Lotus",Air,N/A,N/A,Tenzin's family,"""Welcome to Republic City""",Turf Wars Part Three,Dee Bradley Baker
Opal,"Zaofu,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Olive green,Black,Tan,She/her,"Team Avatar,Metal Clan,Kuvira,Tenzinand his family,Air Acolytes,Juicy, more ...","Red Lotus,Earth Empire",Earth,N/A,Airbender-in-training,Air NationBeifong familyMetal Clan,"""The Metal Clan""","""Beach Wars""",Alyson Stoner
Oraso Eiko,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Black,Light,She/her,N/A,N/A,Fire,Military official,General,Fire NationFire Army,Avatar Legends: The Roleplaying Game-Core Book(only appearance),N/A,N/A
Organ grinder,"Ba Sing Se,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Green,Gray,Light,He/him,"Kenji,Momo, Earth Kingdom",N/A,Earth,Organ grinder,N/A,N/A,"""The Tales of Ba Sing Se""(only appearance)",N/A,N/A
Otaku,Air Nomad,Air Nomad,N/A,N/A,N/A,Gray,Brown,Light,He/him,Air Nation,"Bison rustlers,Red Lotus",Air,N/A,Air AcolyteAirbender-in-training,Air AcolytesAir Nation,"""Original Airbenders""","""Remembrances""(flashback only)",Carlos Alazraqui
Outpost soldiers,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,Black,Light,He/him,"Kuvira,Ikki",N/A,Earth,Soldiers,Privates in Kuvira's army,Earth Empire,"""The Calling""(only appearance)",N/A,Greg Baldwin(soldier #1)Jeff Bennett(soldier #2)
Overconfident Fire Nation soldier,Fire Nation,Fire Nation,N/A,N/A,N/A,Gold,Black,Olive,He/him,Fire Nation military,"Team Avatar,Earth Kingdom,Water Tribes",Fire,Soldier,N/A,Fire ArmyFire Nation,Katara and the Pirate's Silver(only appearance),N/A,N/A
Oyaji,"Suki's village,Earth Kingdom",Kyoshi Islander,N/A,N/A,N/A,Green,Gray,Light,He/him,"Kyoshi Warriors,Team Avatar","Fire Nation,Zuko",Earth,Government official,Village leader,Kyoshi Island,"""The Warriors of Kyoshi""",Avatar: Generations,James Sie
Oyaluk,"Agna Qel'a,Northern Water Tribe",Water Tribe,N/A,N/A,N/A,Blue,Black,Brown,He/him,"Thin Claws,Fire Nation,GeneralNong,Fire LordGonryu",Earth KingFeishan,Water,N/A,Chief of the Water Tribes[1][2]High Chieftain[3]Northern Chief,Water Tribe,"""Among Friends""(only appearance)",N/A,N/A
Ozai,"Fire Nation Capital,Fire Nation",Fire Nation,43,c. 55AG,N/A,Amber gold,Black,Light,He/him,"His loyalists,Azula,Zhao,Elua,Ukano, more ...","Team Avatar, Zuko,Iroh,Water Tribes,Earth Kingdom, Ursa,Ikem, Azulon,Onomu, more ...",Fire,N/A,Fire Nation prisonerFire Lord(formerly)Firebending master(formerly)Phoenix King(formerly)Prince of the Fire Nation(formerly),Fire NationFire Nation Royal Family,"""Winter Solstice, Part 2: Avatar Roku""(silhouette)",Mystery of Penquan Island(portrait),Mark Hamill(inAvatar: The Last Airbender)James Sie(inQuest for Balance)
P'Li,Fire Nation,Fire Nation,N/A,N/A,171AG,Amber,Dark brown,Light,She/her,"Red Lotus,Aiwei,Red Lotus sentries","Team Avatar,Order of the White Lotus,Tenzin,Tonraq,Zuko,Sokka,Metal Clan,Metalbending Police Force,Hou-Ting, theDai Li,Kai, more ...",Fire,Criminal,Firebending masterFugitive(formerly),Red Lotus,"""The Earth Queen""","""The Calling""(vision)",Kristy Wu
Pabu,United Republic,Earth Kingdom,N/A,N/A,N/A,Green,Red,Light,He/him,"Team Avatar,Naga,Ikki,Jinora,Opal","Amon,Lieutenant,Equalists,Red Lotus,Kuvira,Earth Empire",Earth,Animal actor(formerly),Bolin's petfire ferretFire Ferrets' mascot,Republic CityTeam Avatar,"""The Revelation""",Mystery of Penquan Island,Dee Bradley Baker
Painted Lady,Spirit World,Spirits,N/A,N/A,N/A,Brown,Black,White with red pattern,She/her,"Team Avatar,Dock, citizens ofJang Hui",N/A,N/A,N/A,River spirit,Spirit World,"""The Painted Lady""",I Am Katara,Barbara Goodson
Pakku,"Agna Qel'a,Northern Water Tribe",Water Tribe,N/A,N/A,N/A,Pale blue,Gray,Brown,He/him,"Water Tribes,Team Avatar,Yue,Arnook,Order of the White Lotus,Siku and Sura","Zhao,Fire Nation",Water,Waterbending instructor,High-ranking member of the Order of the White LotusWaterbending master,Northern Water TribeOrder of the White Lotus,"""The Waterbending Master""",Avatar: The Last Airbender: Quest for Balance,Victor Brandt(inAvatar: The Last Airbender)Pun Bandhu(inQuest for Balance)
Pang,Earth Kingdom,Earth Kingdom,N/A,N/A,Year 17 of theera of Yangchen,Green,Black,Tan,He/him,"ZongduChaisee,shang merchants",Tael,Earth,Errand runner,N/A,Zongdu Chaisee's errand runner associationShang merchants,"""The Numbers Game""","""The Reckoning""",N/A
Panzo,"Penquan Island,Fire Nation",Fire Nation,N/A,N/A,N/A,Brown,Black with gray streaks,Light brown,He/him,"His deputies, reactionary Penquan Islanders","Mako,Bolin,Hisa,Hai Jun,Naoki",Fire,"Sheriff(de jure, formerly)",De factoruler of Penquan Island(formerly),Domestic Forces(rogue Penquan Island faction),Mystery of Penquan Island(only appearance),N/A,N/A
Pao,"Ba Sing Se,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Green,Black,Light,He/him,"Iroh(as Mushi),Zuko(as Lee),Jin","Quon,Fire Nation,Jet",Earth,Tea shop owner,N/A,Pao Family Tea House,"""City of Walls and Secrets""","""The Awakening""(flashback only)",George Cheung
Pasang,Southern Air Temple,Air Nomad,N/A,N/A,0AG,Gray,Gray,Light,He/him,"Air Nomads,Gyatso,Aang,Tashi, more ...","Fire Nation,Sozin",Air,Monk,Airbending masterHigh Monk,Air NomadsCouncil of Elders,"""The Southern Air Temple""(flashback only)",The Rift Part One(flashback only),Clyde Kusatsu
Passport attendant,"Full Moon Bay,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Green,Black,Light,She/her,Earth Kingdom,Fire Nation,Earth,Ferry passport attendant,Attendant,Earth Kingdom,"""The Serpent's Pass""(only appearance)",N/A,Karen Maruyama
Pathik,N/A,Unknown,150,50BG,N/A,Green,White,Brown,He/him,"Aang,Appa,Gyatso,Air Nomads",N/A,N/A,Guru,AvatarAang's spiritual mentorSpiritual expert,N/A,"""Appa's Lost Days""","""Nightmares and Daydreams""(hallucination)",Brian George
The Pebble,"Gaoling,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Red,"Green, brown, black, and white",Light,She/her,"The Boulder,Toph Beifong",N/A,Earth,N/A,Pet of The Boulder,N/A,"""Toph and The Boulder""(only appearance)",N/A,N/A
Pema,"Republic City,United Republic",Republicans,35,135AG,N/A,Asparagus green,Dark brown,Light,She/her,"Air Acolytes,Lin Beifong,Team Avatar,Air Nation,Wu","Equalists,Red Lotus,Earth Empire",N/A,N/A,Seniormost Air Acolyte,Air Acolytes[2]Air Temple Island,"""Welcome to Republic City""",Avatar Legends: The Roleplaying Game-Republic City,Maria Bamford
Peng,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,Black,Light,He/him,"Lulu,Anri,Flying Koi performers",N/A,Earth,RingmasterCriminal,Leader and founder of theFlying Koi Carnival,Flying Koi Carnival,Avatar Legends: The Roleplaying Game-Core Book(only appearance),N/A,N/A
Penga,"Yu Dao,Fire Nation colonies",Earth Kingdom,9,92AG,N/A,Brown,Dark brown,Light,She/her,"Team Beifong, Earth Kingdom,Team Avatar,Sun","Kunyo,General Old Iron,Gilak's rebels",Fire,Metalbending instructor,Metalbending masterMetalbending instructorUpper-class Yu Dao citizen,Beifong Metalbending AcademyTeam BeifongYu Dao,The Promise Part One,Toph Beifong's Metalbending Academy,N/A
Pengpeng,Southern Air Temple,Air Nomad,N/A,N/A,N/A,Gray,White and brown,Light,She/her,"Kelsang,Kyoshi,Rangi,Flying Opera Company,Hei-Ran","Jianzhu,Fifth Nation,Yellow Necks",Air,N/A,Kelsang'sflying bison(formerly)Kyoshi's flying bison(formerly),Air NomadsFlying Opera Company(formerly),"""The Boy From Makapu""(flashback only)",Avatar: Generations,N/A
Pepper,Air Nomads;Air Temple Island,Air Nomad,N/A,N/A,N/A,Gray,White and brown,Light,It/its,"Tenzinand his family,Korra,Opal",N/A,Air,N/A,Jinora'sflying bison,Air Nation,"""The Calling""","""Reunion""",Dee Bradley Baker
Pet shop owner,"Ba Sing Se,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Green,Brown,Light,He/him,N/A,N/A,Earth,Petstore owner,N/A,Earth Kingdom,"""City of Walls and Secrets""(only appearance)",N/A,Wil Wheaton
Pianchir Jing,"Republic City,United Republic",Fire Nation,N/A,N/A,N/A,Brown,Black,Light,He/him,"Wakkanai,Zhu Li Moon",N/A,Fire,Water treatment plant worker(temporary),Orphan,N/A,Adventure Booklet 5:Water & Mist(only appearance),N/A,N/A
Piandao,Fire Nation,Fire Nation,N/A,N/A,N/A,Gray,Black,Brown,He/him,"Fat,Order of the White Lotus,Team Avatar, Fire Nation, more ...","Fire Nation military,Ozai",Fire,Soldier(formerly)Sword instructorSwordsmith,High-ranking member of the Order of the White LotusSwordmaster,Fire Army(deserted)Order of the White Lotus,"""Sokka's Master""",Uncle Iroh's Adventure Guide,Robert Patrick
Pik and Pak,Air Nomad,Air Nomad,N/A,N/A,N/A,Gray,White and brown,Light,They/them,"Yangchen,Nujian,Boma,Kavik",General Old Iron,Air,N/A,Yangchen's petlemurs,Air Nomads,The Rift Part Two(flashback only),"""A Meeting of Minds""",N/A
Pipsqueak,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,Brown,Tan,He/him,"Freedom Fighters,Team Avatar,Hakoda,Bato, more ...",Fire Nation,Earth,Freedom Fighter(formerly),Strongarm,Earth KingdomFreedom Fighters(separated)Hakoda's forces,"""Jet""","""Sozin's Comet, Part 4: Avatar Aang""",Sterling Young
Pirate captain,N/A,Unknown,N/A,N/A,N/A,Gray,Gray,Brown,He/him,"Hisiguana parrot, his crew,Zhao","Team Avatar,Zuko",Jian,Pirate,Captain,Pirates,"""The Waterbending Scroll""","""Sokka's Poem""",Jack Angel
Pitseolak,Southern Water Tribe,Water Tribe,70,N/A,N/A,Blue,White,Brown,He/him,N/A,N/A,Water,Warrior,N/A,Southern Water Tribe,Avatar Legends: The Roleplaying Game-Core Book(only appearance),N/A,N/A
Pohu,Southern Water Tribe,Water Tribe,N/A,N/A,N/A,Blue,Black,Brown,He/him,N/A,N/A,Water,Technologist,Southern Water Tribe delegate at theFour Nations Summit & Technological Symposium,N/A,Adventure Booklet 2:Fire & Brimstone(only appearance),N/A,N/A
Poi and Ping,"Makapu Village,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Green,Brown,Tan,They/them,"AuntWu, Makapu Village,Team Avatar",Fire Nation,Earth,N/A,N/A,Earth Kingdom,"""The Fortuneteller""(only appearance)",N/A,Cameron Monaghan
Poki,"Southern Air Temple,Air Nation",Air Nation,N/A,N/A,N/A,Gray,Black and white,Light,He/him,"Meelo,Tenzin",N/A,Air,N/A,N/A,N/A,"""The Southern Lights""","""Cat-Owl's Cradle""",Dee Bradley Baker
Pong,"Ba Sing Se,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Dark,White,Tan,He/him,Team Avatar,"Dai Li,Long Feng",Earth,Government official,High class Earth Kingdom citizen,Ba Sing Se,"""City of Walls and Secrets""(only appearance)",N/A,Greg Berg
Poon,"Fire Nation Capital,Fire Nation",Fire Nation,N/A,N/A,N/A,Brown,Brown,Light,He/him,"Fire Nation,Ming",Iroh,Fire,Military official,Prison warden,Capital City PrisonFire Nation militaryDomestic Forces,"""Sokka's Master""","""The Day of Black Sun, Part 2: The Eclipse""",Wayne Duvall
Poppy Beifong,"Gaoling,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Green,Black,Light,She/her,Yu,The Boulder,Earth,N/A,High-classEarth Kingdom citizen,Beifong familyEarth Kingdom,"""The Blind Bandit""",I Am Toph,Gabrielle Carteris(inAvatar: The Last Airbender)Michelle Wong(inQuest for Balance)
Prison rig captain,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Brown,Light,He/him,Fire Nation,N/A,Fire,Soldier,Rig captain,Fire Army,"""Imprisoned""(only appearance)",N/A,N/A
Professor,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,White,Light,He/him,Kuei,N/A,Earth,Historian,Professor,N/A,The Search Part One(only appearance),N/A,N/A
Prosecution attorney,"Republic City,United Republic",Republicans,N/A,N/A,N/A,Gray,Brown,Tan,She/her,N/A,Yakone,N/A,Lawyer,N/A,N/A,"""When Extremes Meet""(vision)","""Out of the Past""(vision)",Kate Higgins
Protester,"Republic City,United Republic",Republicans,35,135AG,N/A,Brown,Dark brown,Light,He/him,N/A,"Benders,Korra,Amon,Mako",N/A,Graduate student,N/A,Equalists(formerly)Republic City University,"""Welcome to Republic City""","""Remembrances""(flashback only)",Carlos Alazraqui
Pu-on Tim,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,Black,Light,He/him,N/A,N/A,Earth,Playwright,N/A,N/A,Avatar: The Last Airbender: My Cabbages!,N/A,N/A
Pushi,Jasmine Island,Jasmine Islander,N/A,N/A,N/A,Green,Black,Light,They/them,"Ukiuk,Qi Wei,Sukaya,Baljin,Guiding Wind",Emerald,Earth,Construction worker(formerly)Soldier,Jasmine Island protector,Jasmine Island protectors,Uncle Iroh's Adventure Guide(only appearance),N/A,N/A
Qacha,Earth Kingdom,Bhanti,N/A,N/A,N/A,Green,Black,Tan,She/her,"Thi,Meeka,Dae,Bolin",N/A,Earth,N/A,N/A,N/A,Movers & Shakers(only appearance),N/A,N/A
Qanitt,"Whale Harbor,Southern Water Tribe",Water Tribe,N/A,N/A,N/A,Blue,Brown,Brown,They/them,Tiqriganiannig,N/A,Water,N/A,Minorchieftain,N/A,Avatar Legends: The Roleplaying Game-Core Book(only appearance),N/A,N/A
Qi Wei,Jasmine Island,"Jasmine Islander,Water Tribe",N/A,N/A,N/A,Blue,Black,Brown,She/her,"Ukiuk,Pushi,Sukaya,Baljin,Guiding Wind",Emerald,Water,ExplorerSoldier,Jasmine Island protector,Jasmine Island protectorsQi family,Uncle Iroh's Adventure Guide(only appearance),N/A,N/A
Qian Yu,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,Black,Light,She/her,"Taiki,Lan,Kiku,Yuxuan,Chesa","Sparrowkeet Air,Yuzhen Sr.",Earth,Archaeologist,Artifact thiefMetalbending student(formerly),Beifong Metalbending Academy(formerly),Adventure Booklet 4:Air & Wind(only appearance),N/A,N/A
Qin,Fire Nation,Fire Nation,N/A,N/A,N/A,Amber brown,Gray,Light,He/him,"Fire Nation,Fire LordOzai,PrincessAzula","Team Avatar, themechanist,Teo,Earth Kingdom",Fire,Government official,War Minister,Fire Nation,"""The Northern Air Temple""","""The Day of Black Sun, Part 2: The Eclipse""",Kristoffer Tabori
Qin Lee,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Black,Light,He/him,"Fire Nation Air Force,Fire Nation airship captain,Fire LordOzai","Team Avatar,Earth Kingdom",Fire,Soldier,N/A,Fire Nation Air ForceRoyal Procession,"""Sozin's Comet, Part 3: Into the Inferno""(only appearance)",N/A,Michael Dante DiMartino
Qiu,N/A,Unknown,N/A,N/A,Year 17 of theera of Yangchen,Amber,Black,Brown,She/her,Kavik,N/A,N/A,Information broker,N/A,N/A,"""The Trade""","""Loose Ends""",N/A
Quartz,EasternEarth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,Black,Light,He/him,"Tao,Masaru,Sarnai,Jing",N/A,Earth,Daofei,Member of the Jade Spear,Jade Spear,Adventure Booklet 1:Earth & Root(only appearance),N/A,N/A
Quin,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Black,Light,She/her,"Gerel, Keiko, Tan",N/A,Fire,Diplomat,Ambassador to the Earth Kingdom,N/A,Adventure Booklet 1:Earth & Root(only appearance),N/A,N/A
Quin Yu,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,Black,Tan,He/him,N/A,N/A,Earth,Opera starActor,N/A,Varrimovers International,Movers & Shakers(only appearance),N/A,N/A
Quiyue,"Republic City,United Republic",Earth Kingdom,N/A,N/A,N/A,Green,Black,Light,She/her,"Zolzayaa,Tiger Monkey Triad",N/A,Earth,AutomobileracerMobster,Earthbending masterMetalbending masterLeader of the Tiger Monkey Triad,Tiger Monkey Triad,Avatar Legends: The Roleplaying Game-Republic City(only appearance),N/A,N/A
Quon,"Ba Sing Se,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Green,Brown,Light,He/him,Iroh,Pao,Earth,Entrepreneur,Patron of theJasmine DragonHigh class Earth Kingdomcitizen,N/A,"""Lake Laogai""(only appearance)",N/A,Kurt Fuller
